id,from_visit,place_id,visit_date,visit_type,session
6212,0,3663,1577430444583018,1,0
6213,0,3660,1577430446617242,1,0
6214,0,3668,1577430450454697,1,0
6215,0,3667,1577430451302568,1,0
6216,0,3661,1577430451954701,1,0
6217,0,3666,1577430453252322,1,0
6218,0,3665,1577430454248657,1,0
6219,0,3664,1577430455077753,1,0
6220,0,3969,1577430457935391,1,0
6221,0,3970,1577430458739340,1,0
6222,0,3973,1577430460775936,1,0
6223,0,3974,1577430462970355,1,0
6224,0,3977,1577430498333617,1,0
6225,0,3976,1577430501639193,1,0
6226,0,3977,1577430509979411,1,0
6227,0,3976,1577430515792288,1,0
6228,0,3977,1577430522158845,1,0
6229,0,3976,1577430595372673,1,0
6230,0,3977,1577430605647276,1,0
6231,0,3975,1577430608401381,1,0
6232,0,3977,1577430657213219,1,0
6233,0,3965,1577430696757437,1,0
6234,0,3977,1577430705606945,1,0
6235,0,3975,1577430979476218,1,0
6236,0,3978,1577430982186788,1,0
6237,0,3979,1577431061098678,2,0
6238,0,3980,1577431064462229,1,0
6239,0,3965,1577431127023916,1,0
6240,0,3981,1577431148150565,1,0
6241,0,3961,1577431187723806,1,0
6242,0,3978,1577431194201859,1,0
6243,0,3982,1577431344367718,1,0
6244,0,3983,1577431402152783,1,0
6245,0,3984,1577431427683318,1,0
6246,0,3985,1577431440051671,1,0
6247,0,3983,1577431440919452,1,0
6248,0,3975,1577431461982619,1,0
6249,0,3984,1577431497288495,1,0
6250,0,3985,1577431509831555,1,0
6251,0,3986,1577431538236348,2,0
6252,0,3987,1577431546976108,1,0
6253,0,3983,1577431588761786,1,0
6254,0,3975,1577431592970952,1,0
6262,0,3995,1577431867274846,1,0
6263,0,3975,1577431878696420,1,0
6264,0,3996,1577431892877815,1,0
6265,0,3975,1577431902765940,1,0
6266,0,3997,1577431907458222,1,0
6267,0,3982,1577432361484373,1,0
6268,0,3995,1577432363833352,1,0
6269,0,3996,1577432367401297,1,0
6270,0,3975,1577432377339820,1,0
6271,0,3996,1577432488290466,1,0
6272,0,3995,1577432489553969,1,0
6273,0,3996,1577432495062124,1,0
6274,0,3995,1577432519230211,1,0
6275,0,3998,1577432532822132,1,0
6276,0,3996,1577432554040678,1,0
6277,0,3998,1577432575749804,1,0
6278,0,3995,1577432621482755,1,0
6279,0,3998,1577432632930688,1,0
6280,0,3995,1577432638401174,1,0
6281,0,3999,1577432646272463,1,0
6285,0,10,1577443055240633,1,0
6286,6285,4003,1577443055436908,6,0
6287,0,10,1577443061280141,1,0
6288,0,645,1577443079165200,3,0
6289,0,3915,1577443099568754,2,0
6290,0,3916,1577443104933258,1,0
6291,6290,3917,1577443107555318,1,0
6292,6291,3918,1577443107570247,1,0
6293,6292,3919,1577443115217503,1,0
6294,6293,3920,1577443117017721,1,0
6295,6294,4004,1577443122198049,1,0
6296,6295,4005,1577443127182847,1,0
6297,6288,4006,1577443221609249,1,0
6298,6297,4007,1577443226061451,1,0
6299,0,4008,1577443285973218,1,0
6300,0,4009,1577443374236923,1,0
6301,0,4010,1577443401316130,2,0
6302,0,4011,1577443407383363,1,0
6303,0,4008,1577443434810497,1,0
6304,0,3104,1577443441866132,1,0
6305,6303,3964,1577443469019789,1,0
6306,0,3965,1577443497849274,1,0
6307,0,3966,1577443502532800,1,0
6308,0,3967,1577443506770397,1,0
6309,0,3968,1577443509338306,1,0
6310,0,3971,1577443510985607,1,0
6311,0,3972,1577443515247005,1,0
6312,0,3975,1577443517567739,1,0
6313,0,3972,1577443519575978,1,0
6314,0,4012,1577443522029733,1,0
6315,0,4013,1577443539902015,1,0
6323,0,4021,1577443643205653,1,0
6324,0,4022,1577443674451834,1,0
6325,0,3975,1577443710782714,1,0
6326,0,4022,1577443713968223,1,0
6327,0,4023,1577443715760233,1,0
6328,0,3975,1577443767983187,1,0
6329,0,3996,1577443773521618,1,0
6330,0,3995,1577443779502874,1,0
6331,0,3999,1577443780403611,1,0
6332,0,3995,1577443820031939,1,0
6333,0,3999,1577443870938921,1,0
6334,0,4007,1577444154204073,2,0
6336,0,3907,1577444957828549,2,0
6337,0,4024,1577445160876564,1,0
6338,0,4025,1577445161825061,1,0
6339,0,4024,1577445164217648,1,0
6340,6336,3929,1577445216014880,1,0
6341,0,3996,1577445303598066,1,0
6342,0,14,1577445380402497,3,0
6343,0,3965,1577445495156728,1,0
6344,0,4026,1577445496692079,1,0
6345,0,4027,1577445498517629,1,0
6346,0,4026,1577445499259664,1,0
6347,6342,4028,1577445523278687,1,0
6348,0,3915,1577445532404829,2,0
6349,0,3916,1577445539825029,1,0
6350,6349,3917,1577445543220378,1,0
6351,6350,3918,1577445543230625,1,0
6352,0,3965,1577445545554719,1,0
6353,6351,3919,1577445559881942,1,0
6354,6353,4005,1577445561293420,1,0
6355,6351,3919,1577445581426196,1,0
6356,6355,3922,1577445582319306,1,0
6357,0,3938,1577445593243344,1,0
6358,0,4026,1577445605434293,1,0
6359,0,3944,1577445617686835,1,0
6360,0,3975,1577445672369378,1,0
6361,0,4023,1577445673097847,1,0
6362,0,3996,1577445678505063,1,0
6363,6347,3892,1577445814099217,1,0
6364,0,4026,1577445876712508,1,0
6365,0,3997,1577445883711363,1,0
6366,0,3965,1577445887270065,1,0
6367,0,4026,1577445894390082,1,0
6368,0,3966,1577445900374955,1,0
6369,0,3967,1577445903803266,1,0
6370,0,3968,1577445908052195,1,0
6371,0,3971,1577445911853386,1,0
6372,0,3972,1577445915267314,1,0
6373,0,4012,1577445917703281,1,0
6374,0,4013,1577445925215146,1,0
6375,0,4021,1577445929787550,1,0
6376,0,4022,1577445936326026,1,0
6377,0,3996,1577445944533535,1,0
6378,0,3995,1577445999675208,1,0
6379,0,4029,1577446052060016,2,0
6380,0,4030,1577446055799546,1,0
6381,6380,4031,1577446058848186,1,0
6382,0,4032,1577446106342981,2,0
6383,0,4033,1577446110939780,1,0
6384,6363,3762,1577446128435462,1,0
6385,0,4026,1577446245702611,1,0
6386,6384,3757,1577446400761948,1,0
6387,0,3995,1577446528039596,1,0
6388,0,3999,1577446587888415,1,0
6389,0,4024,1577446591629637,1,0
6390,6386,3761,1577446664841632,1,0
6391,0,3999,1577446676460083,1,0
6392,0,4034,1577446678282894,1,0
6393,0,4024,1577446755551504,1,0
6394,0,4034,1577446781216677,1,0
6395,0,4035,1577446782844759,1,0
6396,0,4024,1577446784650796,1,0
6397,0,4035,1577446787809475,1,0
6398,0,4024,1577446790320369,1,0
6399,0,4035,1577446797335878,1,0
6400,0,4034,1577447432665128,1,0
6401,0,3999,1577447434224521,1,0
6402,0,3995,1577447435472728,1,0
6403,0,4035,1577447475342431,1,0
6404,0,4026,1577447496691032,1,0
6405,0,3997,1577447499631084,1,0
6406,0,3965,1577447502188246,1,0
6407,0,4026,1577447510120228,1,0
6408,0,3966,1577447515143766,1,0
6409,0,3967,1577447518136109,1,0
6410,0,3968,1577447522961862,1,0
6411,0,3971,1577447526098953,1,0
6412,0,3972,1577447530196838,1,0
6413,0,4012,1577447532530649,1,0
6414,0,3915,1577447891482116,2,0
6415,0,3916,1577447896517735,1,0
6416,6415,3917,1577447899474438,1,0
6417,6416,3918,1577447899484424,1,0
6418,6417,3919,1577447917800932,1,0
6419,6417,3964,1577447932790857,1,0
6420,0,4012,1577447951752388,1,0
6421,0,4013,1577447954205049,1,0
6422,0,4021,1577447956340318,1,0
6423,0,4022,1577447958441864,1,0
6424,0,3975,1577447962040195,1,0
6425,0,3997,1577447969821561,1,0
6426,0,3965,1577447973464283,1,0
6427,0,4026,1577447980372848,1,0
6428,0,3966,1577447983056863,1,0
6429,0,4026,1577447985842124,1,0
6430,0,3967,1577447990371853,1,0
6431,0,3968,1577447993711341,1,0
6432,0,3971,1577447996178683,1,0
6433,0,3972,1577447999132730,1,0
6434,0,3996,1577448003417895,1,0
6435,0,3995,1577448007215259,1,0
6436,0,3999,1577448021045402,1,0
6437,0,4034,1577448028241769,1,0
6438,0,4035,1577448044641561,1,0
6439,0,3999,1577448048174950,1,0
6440,0,4035,1577448058580989,1,0
6441,0,3965,1577448074505045,1,0
6442,0,3997,1577448079387491,1,0
6443,0,3965,1577448080868162,1,0
6444,0,4026,1577448083874217,1,0
6445,0,3966,1577448084792148,1,0
6446,0,3967,1577448086532692,1,0
6447,0,3968,1577448088023019,1,0
6448,0,3971,1577448088756092,1,0
6449,0,3972,1577448090865555,1,0
6450,0,3996,1577448093093668,1,0
6451,0,3995,1577448095226349,1,0
6452,0,3999,1577448096078949,1,0
6453,0,4034,1577448097113707,1,0
6454,0,4035,1577448097887083,1,0
6455,0,3966,1577448173313609,1,0
6456,0,10,1577468572671427,1,0
6457,6456,4036,1577468573336653,6,0
6458,0,10,1577468576293813,1,0
6459,0,4037,1577469368870434,2,0
6460,0,4038,1577469377699782,1,0
6461,0,4039,1577469403062286,1,0
6462,0,4040,1577473228086366,2,0
6463,6462,4041,1577473244213187,1,0
6464,0,4042,1577473272780021,2,0
6465,0,4043,1577473283080396,1,0
6466,0,4044,1577474650697153,2,0
6467,0,4045,1577474654154512,1,0
6468,0,4046,1577474668730367,1,0
6469,6468,4047,1577474679479348,1,0
6470,6469,3791,1577474679892412,5,0
6471,6470,3792,1577474681060019,5,0
6472,0,4048,1577474691397275,1,0
6473,0,14,1577474702376333,3,0
6474,6473,4049,1577474721894030,1,0
6475,6474,4050,1577474725870436,1,0
6476,0,98,1577475642654846,2,0
6477,6476,2880,1577475655684235,1,0
6478,6477,3615,1577475658353601,1,0
6479,6478,3617,1577475661891255,1,0
6480,6479,4051,1577475663836852,1,0
6481,6479,4052,1577475691058305,1,0
6482,6479,4053,1577475699378795,1,0
6483,0,4054,1577477676992040,2,0
6484,6483,4055,1577477700985612,1,0
6485,0,4056,1577477704902639,1,0
6486,6485,4057,1577477712374551,1,0
6487,6486,4058,1577477713012207,6,0
6488,6487,4059,1577477738964676,1,0
6489,0,4059,1577477740567322,1,0
6490,0,4060,1577477853780827,2,0
6491,0,4061,1577477857863974,1,0
6492,0,4062,1577477905050214,1,0
6493,0,4063,1577478520437171,2,0
6495,0,4065,1577478535391881,1,0
6496,0,4066,1577478557993554,1,0
6497,0,3759,1577478720414097,1,0
6498,6497,3760,1577478724747553,1,0
6499,6498,3773,1577478727232592,1,0
6500,6498,3776,1577478741061969,1,0
6501,0,4067,1577478871658710,1,0
6502,6501,4068,1577478871814848,5,0
6503,6502,4069,1577478880338530,1,0
6504,6503,4070,1577478880660615,6,0
6505,6504,4071,1577478898973995,1,0
6506,0,4072,1577479129689332,2,0
6507,0,4073,1577479138143267,1,0
6508,0,4074,1577479910278417,1,0
6509,6508,4075,1577479930631437,1,0
6510,6508,4076,1577479966209242,1,0
6511,6510,4074,1577480081737633,1,0
6512,6511,4077,1577480090960128,1,0
6513,6512,4078,1577480096684803,1,0
6514,6513,4079,1577480209491512,1,0
6515,0,10,1577480213961788,1,0
6516,6515,4080,1577480214223537,6,0
6517,0,10,1577480217994370,1,0
6518,0,4081,1577480219616701,9,0
6519,0,3788,1577480516143090,1,0
6520,6519,4082,1577480529900518,1,0
6521,0,14,1577480710084025,3,0
6522,6521,4083,1577480794233132,1,0
6523,0,14,1577480814277325,3,0
6524,6522,4084,1577481498677807,1,0
6525,6524,4085,1577481568374990,1,0
6526,6523,4086,1577481605102525,1,0
6527,6526,4087,1577481616273026,1,0
6528,0,4088,1577482607349466,1,0
6529,0,4089,1577482688026428,1,0
6530,0,10,1577553287668024,1,0
6531,6530,4090,1577553290286873,6,0
6532,0,10,1577553295798572,1,0
6533,0,14,1577553301587127,3,0
6534,6533,176,1577553323383184,1,0
6535,6534,4091,1577553346514721,1,0
6536,6535,4092,1577553476992007,1,0
6537,6536,4093,1577553491061415,1,0
6538,6537,4094,1577553767614759,1,0
6539,0,14,1577553798258459,3,0
6540,6539,4095,1577553806706443,1,0
6541,6539,4096,1577553863845080,1,0
6542,6539,176,1577553947653031,1,0
6543,6542,4097,1577553962549691,1,0
6544,0,10,1577608347675263,1,0
6545,6544,4100,1577608347744283,6,0
6546,0,10,1577608351780930,1,0
6547,0,14,1577608367539619,3,0
6548,0,98,1577608379808053,2,0
6549,6548,101,1577608669228157,1,0
6550,6549,4101,1577608747632473,1,0
6551,6550,4102,1577608973371690,1,0
6552,0,3759,1577608989788759,1,0
6553,0,4103,1577609158137948,2,0
6554,0,4104,1577609169446139,1,0
6555,0,4105,1577609175169704,1,0
6556,0,4106,1577609275570630,2,0
6557,0,4107,1577609281122977,1,0
6559,0,4109,1577609318273162,1,0
6560,0,4110,1577609685920000,2,0
6561,0,4111,1577609714067956,2,0
6562,0,4112,1577609718495885,1,0
6563,6551,4113,1577609812829111,1,0
6564,6563,4114,1577609837906116,1,0
6565,6564,4115,1577609851093898,1,0
6566,6565,4101,1577609860961222,1,0
6567,6566,655,1577609905669344,1,0
6568,6567,2880,1577609909062392,1,0
6569,6568,4101,1577609918708358,1,0
6570,6569,655,1577609940166258,1,0
6571,6570,2880,1577609943157622,1,0
6572,6571,4101,1577609955245928,1,0
6573,6572,655,1577609968938403,1,0
6574,6573,2880,1577610021940942,1,0
6575,6574,4116,1577610039492578,1,0
6576,6575,655,1577610068761193,1,0
6577,0,4117,1577610082004467,2,0
6578,6576,2880,1577610087130272,1,0
6579,6578,4101,1577610090179458,1,0
6580,6579,4118,1577610093681490,1,0
6581,6580,4119,1577610097900387,1,0
6582,6580,4120,1577610103300363,1,0
6583,6582,4101,1577610119318677,1,0
6584,6583,4114,1577610127608803,1,0
6585,6584,4115,1577610149736182,1,0
6586,0,4121,1577610173798314,1,0
6587,6583,4101,1577610657471669,9,0
6588,6587,655,1577610664133378,1,0
6589,6588,2883,1577610729032029,1,0
6590,6589,4122,1577610745070380,1,0
6591,0,4123,1577610772058522,1,0
6592,6591,4124,1577610787864719,1,0
6593,6586,4121,1577610820174338,9,0
6594,6593,4125,1577610880136709,1,0
6595,0,4126,1577610961301764,2,0
6597,0,4128,1577610972539114,1,0
6598,0,4129,1577611491369300,2,0
6599,0,4130,1577611498200862,1,0
6600,0,3915,1577611518609947,2,0
6601,0,3916,1577611523394669,1,0
6602,6601,3917,1577611530955364,1,0
6603,6602,3918,1577611530974612,1,0
6604,6603,3919,1577611535503513,1,0
6605,6604,3964,1577611537307399,1,0
6606,0,4035,1577611580230070,1,0
6607,0,3996,1577611634100073,1,0
6608,0,3972,1577611641013311,1,0
6609,0,3966,1577611650458710,1,0
6610,0,4034,1577611720493331,1,0
6611,0,3997,1577611728053176,1,0
6612,0,3965,1577611736715619,1,0
6613,0,4026,1577611741756512,1,0
6614,0,3966,1577611744361979,1,0
6615,0,3967,1577611747680864,1,0
6616,0,3968,1577611750916259,1,0
6617,0,3971,1577611755075896,1,0
6618,0,3972,1577611759529181,1,0
6619,0,3996,1577611764126651,1,0
6620,0,3995,1577611770437531,1,0
6621,0,3999,1577611776361743,1,0
6622,0,4034,1577611779531878,1,0
6623,0,4035,1577611801189091,1,0
6624,0,3984,1577611836402181,1,0
6625,0,3985,1577611838320620,1,0
6626,0,3983,1577611840317649,1,0
6627,0,3985,1577611842101308,1,0
6628,0,3982,1577611846865977,1,0
6629,0,3985,1577611848673260,1,0
6630,0,3978,1577611849443812,1,0
6631,0,3985,1577611851119714,1,0
6632,0,3998,1577611852728107,1,0
6633,0,3985,1577611856284571,1,0
6634,0,4024,1577611859883128,1,0
6635,0,4025,1577611861939824,1,0
6636,0,4035,1577611865264149,1,0
6637,0,4034,1577611903966675,1,0
6638,0,4131,1577611932938784,1,0
6639,0,4026,1577611977575804,1,0
6640,0,3997,1577611987904925,1,0
6641,0,3965,1577611997102008,1,0
6642,0,4027,1577612003053438,1,0
6643,0,3996,1577612009898542,1,0
6644,0,4027,1577612016934892,1,0
6645,0,4026,1577612019368963,1,0
6646,0,4132,1577612021201566,1,0
6647,0,3997,1577612042258779,1,0
6648,0,3965,1577612047034638,1,0
6649,0,4026,1577612057518111,1,0
6650,0,4132,1577612061357262,1,0
6651,0,4027,1577612065518031,1,0
6652,0,4133,1577612108875288,1,0
6653,0,4027,1577612111055614,1,0
6654,0,4133,1577612116823622,1,0
6655,0,4012,1577612165734494,1,0
6656,0,4013,1577612170965431,1,0
6657,0,4021,1577612172859855,1,0
6658,0,4022,1577612173532689,1,0
6659,0,4023,1577612174310979,1,0
6660,0,3975,1577612174954218,1,0
6661,0,3996,1577612175617212,1,0
6662,0,3995,1577612176343436,1,0
6663,0,3966,1577612213101017,1,0
6664,0,3967,1577612219048899,1,0
6665,0,3968,1577612222399750,1,0
6666,0,3971,1577612225066509,1,0
6667,0,3972,1577612236437482,1,0
6668,0,3995,1577612239696153,1,0
6669,0,3999,1577612251253478,1,0
6670,0,4034,1577612277306077,1,0
6671,0,4131,1577612314142100,1,0
6672,0,4034,1577612340833064,1,0
6673,0,4035,1577612359970083,1,0
6674,0,3999,1577612413784426,1,0
6675,0,4034,1577612451604635,1,0
6676,0,4035,1577612513581124,1,0
6677,0,3965,1577612634218366,1,0
6678,0,98,1577613081784812,2,0
6679,6678,4134,1577613102028517,1,0
6680,6678,4135,1577613141290058,1,0
6681,6680,2880,1577613172593012,1,0
6682,6681,4101,1577613175602971,1,0
6683,6682,4114,1577613184873879,1,0
6684,0,4136,1577613224894443,2,0
6685,0,4137,1577613230217059,1,0
6686,0,4137,1577613258348700,1,0
6687,0,4138,1577613331393396,2,0
6688,6683,4115,1577613626335713,1,0
6689,6688,4101,1577613648248861,1,0
6690,6689,4114,1577613723917997,1,0
6691,6690,4115,1577613758516732,1,0
6692,6691,4101,1577613772122400,1,0
6693,6692,655,1577613955515857,1,0
6694,6693,2880,1577613982710758,1,0
6695,6694,3615,1577613991304143,1,0
6696,6695,3616,1577614007853651,1,0
6697,6696,3615,1577614017228132,1,0
6698,6697,655,1577614163274028,1,0
6699,6698,2880,1577614169587036,1,0
6700,6699,4101,1577614175662584,1,0
6701,6700,4114,1577614184463781,1,0
6702,6701,4115,1577614208624712,1,0
6703,0,4139,1577614254254972,1,0
6704,6703,3848,1577614259638275,1,0
6705,6704,3864,1577614265089735,1,0
6706,6705,4140,1577614317184061,1,0
6707,0,4035,1577616576852483,1,0
6708,0,98,1577622687786666,2,0
6709,6708,2880,1577622698917447,1,0
6710,0,98,1577624528396949,2,0
6711,6710,4141,1577624534315360,1,0
6712,6711,4142,1577624539506485,1,0
6713,6712,4143,1577624541001644,1,0
6714,6713,4144,1577624546868365,1,0
6715,6714,4143,1577624547188239,1,0
6716,6715,4144,1577624547557708,1,0
6717,6716,4143,1577624604196282,1,0
6718,0,14,1577625196877394,3,0
6719,0,3915,1577625778621320,2,0
6720,0,3916,1577625813650539,1,0
6721,0,14,1577625833799472,3,0
6722,6720,3917,1577625862761779,1,0
6723,6722,3918,1577625862780691,1,0
6724,0,14,1577625866601115,3,0
6725,6723,3919,1577625889682133,1,0
6726,6725,3964,1577625893935803,1,0
6727,6724,4145,1577625904261258,1,0
6728,0,4146,1577625940179117,2,0
6729,6728,4147,1577625966159053,1,0
6730,0,4148,1577626069735437,1,0
6731,0,3965,1577626070836249,1,0
6732,0,4026,1577626107069703,1,0
6733,0,4132,1577626110170008,1,0
6734,0,4027,1577626112048568,1,0
6735,0,4133,1577626115079871,1,0
6736,0,3966,1577626118656780,1,0
6737,0,3967,1577626122162584,1,0
6738,0,3968,1577626125341392,1,0
6739,0,3971,1577626127542731,1,0
6740,0,3972,1577626131353662,1,0
6741,0,3995,1577626134082385,1,0
6742,0,3999,1577626138918538,1,0
6743,0,4034,1577626140635454,1,0
6744,0,4131,1577626142203372,1,0
6745,0,4034,1577626165436579,1,0
6746,0,4035,1577626188432195,1,0
6747,0,4131,1577626299867208,1,0
6748,0,4035,1577626305883256,1,0
6749,0,4034,1577626334177269,1,0
6750,0,4131,1577626375702144,1,0
6751,0,4035,1577626376550974,1,0
6752,0,4131,1577626381278674,1,0
6753,0,4035,1577626398279451,1,0
6754,0,4131,1577626525617351,1,0
6755,0,4035,1577626598690391,1,0
6756,0,3999,1577626790947725,1,0
6757,0,4034,1577626798676548,1,0
6758,0,3997,1577626827425951,1,0
6759,0,3965,1577626829543830,1,0
6760,0,4026,1577626832771658,1,0
6761,0,4132,1577626833983834,1,0
6762,0,4027,1577626835713021,1,0
6763,0,4133,1577626839114699,1,0
6764,0,3966,1577626846049917,1,0
6765,0,3967,1577626848565923,1,0
6766,0,3968,1577626850920911,1,0
6767,0,3971,1577626853475152,1,0
6768,0,3972,1577626856014573,1,0
6769,0,3995,1577626857704068,1,0
6770,0,3999,1577626866913433,1,0
6771,0,4034,1577626870041173,1,0
6772,0,4131,1577626871462785,1,0
6773,0,4035,1577626874103517,1,0
6774,6773,4149,1577626894469046,1,0
6775,6774,3964,1577626898025248,1,0
6776,0,3985,1577626931345948,1,0
6777,0,4025,1577626932710498,1,0
6778,0,3985,1577626934202430,1,0
6779,0,4035,1577626935221964,1,0
6780,0,10,1577630300593332,1,0
6781,6780,4150,1577630301084012,6,0
6782,0,10,1577630303534671,1,0
6783,0,4151,1577630498065926,1,0
6784,0,3999,1577630642054674,1,0
6785,0,4034,1577630731510631,1,0
6786,0,3999,1577630742484794,1,0
6787,0,4034,1577630745465579,1,0
6788,0,3999,1577630785879584,1,0
6789,0,4152,1577630829697607,9,0
6790,0,4034,1577630843264436,1,0
6791,0,4035,1577630858854970,1,0
6792,0,3999,1577630873063792,1,0
6793,0,4034,1577630874632689,1,0
6794,0,4035,1577630880129868,1,0
6795,0,3997,1577630979022911,1,0
6796,0,3965,1577630980725042,1,0
6797,0,4026,1577630985987329,1,0
6798,0,4132,1577630988897156,1,0
6799,0,4027,1577630992904418,1,0
6800,0,4133,1577630995743119,1,0
6801,0,3966,1577631000326162,1,0
6802,0,3967,1577631004461532,1,0
6803,0,3968,1577631007908635,1,0
6804,0,3971,1577631010690045,1,0
6805,0,3972,1577631013875316,1,0
6806,0,3995,1577631017237258,1,0
6807,0,3999,1577631021910482,1,0
6808,0,4034,1577631023705148,1,0
6809,0,4131,1577631030384155,1,0
6810,0,4035,1577631031901985,1,0
6811,0,4034,1577631053829846,1,0
6812,0,4153,1577631090967683,2,0
6813,0,4154,1577631095308479,1,0
6814,0,3999,1577631110190390,1,0
6815,0,4155,1577631139983854,1,0
6816,0,3999,1577631145621164,1,0
6817,0,4155,1577631149600191,1,0
6818,0,3999,1577631152545585,1,0
6819,0,4155,1577631154857967,1,0
6820,0,3999,1577631216038898,1,0
6821,0,4034,1577631223846460,1,0
6822,0,4155,1577631273474052,1,0
6823,0,4034,1577631276869167,1,0
6824,0,3997,1577631326998017,1,0
6825,0,3965,1577631328048869,1,0
6826,0,4026,1577631332291349,1,0
6827,0,4132,1577631333951540,1,0
6828,0,4027,1577631335347341,1,0
6829,0,4133,1577631336734165,1,0
6830,0,3966,1577631339751555,1,0
6831,0,3967,1577631342770026,1,0
6832,0,3968,1577631344851302,1,0
6833,0,3971,1577631346397147,1,0
6834,0,3972,1577631349165930,1,0
6835,0,3995,1577631352302456,1,0
6836,0,3999,1577631355452396,1,0
6837,0,4034,1577631358328015,1,0
6838,0,4131,1577631400436209,1,0
6839,0,4035,1577631403492308,1,0
6840,0,4133,1577631614925028,1,0
6841,0,4035,1577631676296790,1,0
6842,0,4156,1577631729404468,1,0
6843,0,4157,1577631761227697,1,0
6844,0,4156,1577631766062182,1,0
6845,0,3997,1577631771824099,1,0
6846,0,4158,1577631774004691,1,0
6847,0,3965,1577631808448837,1,0
6848,0,4132,1577631818900198,1,0
6849,0,4027,1577631822057780,1,0
6850,0,4026,1577631826133199,1,0
6851,0,4158,1577631832684635,1,0
6852,0,3965,1577631850570546,1,0
6853,0,4158,1577631852425378,1,0
6854,0,3965,1577631856244263,1,0
6855,0,4158,1577631857506757,1,0
6856,0,3965,1577631864328137,1,0
6857,0,4158,1577631865938117,1,0
6858,0,3965,1577631872306756,1,0
6859,0,4158,1577631873986511,1,0
6860,0,3965,1577631880601368,1,0
6861,0,4158,1577631883467281,1,0
6862,0,3965,1577631919239330,1,0
6863,0,4158,1577631921098609,1,0
6864,0,3965,1577631928597180,1,0
6865,0,3966,1577631933454258,1,0
6866,0,4133,1577631935470562,1,0
6867,0,4159,1577631936954823,1,0
6868,0,3966,1577631964365953,1,0
6869,0,3967,1577631966209557,1,0
6870,0,4159,1577631976439035,1,0
6871,0,3966,1577632011575777,1,0
6872,0,4159,1577632013052253,1,0
6873,0,3966,1577632016794226,1,0
6874,0,3972,1577632020192550,1,0
6875,0,3995,1577632021360567,1,0
6876,0,4131,1577632029983526,1,0
6877,0,4035,1577632031451090,1,0
6878,0,4156,1577632034771161,1,0
6879,0,3997,1577632079036856,1,0
6880,0,3965,1577632082929622,1,0
6881,0,4026,1577632088851002,1,0
6882,0,4027,1577632094832765,1,0
6883,0,4133,1577632098583337,1,0
6884,0,3966,1577632106450933,1,0
6885,0,3967,1577632109772747,1,0
6886,0,3968,1577632114289656,1,0
6887,0,3971,1577632117253368,1,0
6888,0,3972,1577632121890065,1,0
6889,0,3995,1577632124746141,1,0
6890,0,3999,1577632134224917,1,0
6891,0,4034,1577632138599757,1,0
6892,0,4131,1577632151102933,1,0
6893,0,4035,1577632153100550,1,0
6894,0,4156,1577632158272627,1,0
6895,0,4159,1577632227539900,1,0
6896,0,3966,1577632239215908,1,0
6897,0,4159,1577632240290521,1,0
6898,0,3966,1577632302629136,1,0
6899,0,3968,1577632307488488,1,0
6900,0,3967,1577632308100628,1,0
6901,0,4160,1577632309813185,1,0
6902,0,3967,1577632343261653,1,0
6903,0,4160,1577632344925572,1,0
6904,0,3968,1577632351645055,1,0
6905,0,4161,1577632353296511,1,0
6906,0,3971,1577632355805990,1,0
6907,0,3967,1577632356479551,1,0
6908,0,4162,1577632357887465,1,0
6909,0,3968,1577632410487500,1,0
6910,0,3967,1577632417020007,1,0
6911,0,3966,1577632418968020,1,0
6912,0,4163,1577632420574493,1,0
6913,0,3967,1577632463496617,1,0
6914,0,4163,1577632465028407,1,0
6915,0,3967,1577632478127062,1,0
6916,0,3999,1577632483728120,1,0
6917,0,3995,1577632484834744,1,0
6918,0,3972,1577632486392664,1,0
6919,0,3995,1577632489782401,1,0
6920,0,98,1577632550807404,2,0
6921,6920,101,1577632565906177,1,0
6922,0,4035,1577632610492550,1,0
6923,0,3999,1577632612404522,1,0
6924,6921,4164,1577632867684519,1,0
6925,6924,655,1577632887798649,1,0
6926,6925,2880,1577632889574821,1,0
6927,6926,4164,1577632893399069,1,0
6928,6927,4165,1577632906735200,1,0
6929,6927,4166,1577632914140155,1,0
6930,6929,4164,1577632933597532,1,0
6931,6930,4167,1577632936885132,1,0
6932,6931,4164,1577632957417376,1,0
6933,6932,655,1577632960906375,1,0
6934,6933,2880,1577632966719808,1,0
6935,0,3997,1577633036517546,1,0
6936,0,3965,1577633037685275,1,0
6937,0,4156,1577633064651894,1,0
6938,6934,655,1577633092980262,1,0
6939,6938,2422,1577633101850098,1,0
6940,0,3966,1577633125039954,1,0
6941,0,10,1577637651005124,1,0
6942,6941,4168,1577637651465542,6,0
6943,0,10,1577637657179176,1,0
6944,0,14,1577637817305223,9,0
6945,0,4169,1577637821657653,2,0
6946,0,4170,1577637827494550,1,0
6947,6944,4171,1577637843135404,1,0
6948,6946,4172,1577637850772711,1,0
6949,0,4173,1577637873129796,1,0
6950,0,4174,1577637913512188,1,0
6951,0,4175,1577638021159115,1,0
6952,0,4176,1577638032841716,2,0
6953,6952,4177,1577638040311446,1,0
6954,6953,4178,1577638264778711,1,0
6955,6954,4179,1577638349064800,1,0
6956,0,10,1577647039393026,1,0
6957,6956,4180,1577647039441974,6,0
6958,0,10,1577647042102062,1,0
6959,0,4181,1577647080593440,2,0
6968,0,4190,1577647481329047,2,0
6969,0,4191,1577647487455174,1,0
